make,model,year_start,year_end,key_type,fcc_status,chip_status,battery_status,blank_status,freq_status
Chevrolet,"Impala Smart Remote",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Impala Smart Remote",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Impala Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Impala Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Impala Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Impala Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Impala Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,Malibu,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Malibu,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Malibu Remote",2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Malibu Remote",2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Malibu Smart Remote",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Malibu Smart Remote",2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Malibu Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Malibu Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Malibu Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"SS Smart Remote",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"SS Smart Remote",2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"SS Smart Remote",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2015,2015,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2016,2016,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2017,2017,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2018,2018,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2019,2019,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2020,2020,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2021,2021,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Silverado,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Silverado EV",2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Silverado EV",2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Silverado EV",2026,2026,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Silverado Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Silverado Transponder Key Blank",2021,2021,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Smart Remotes",2015,2015,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Smart Remotes",2016,2016,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Smart Remotes",2021,2021,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Chevrolet,Sonic,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Sonic,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Sonic,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Sonic,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Remote",2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Remote",2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Remote",2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Remote",2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Smart Remote",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Smart Remote",2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Smart Remote",2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Sonic Smart Remote",2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Spark,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Remote",2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Smart Remote",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Smart Remote",2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Spark Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Spark Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Spark Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,Suburban,2015,2015,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2016,2016,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2017,2017,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2018,2018,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2019,2019,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2020,2020,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Suburban,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Suburban Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2021,2021,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Suburban Transponder Key Blank",2022,2022,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,Tahoe,2015,2015,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2016,2016,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2017,2017,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2018,2018,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2019,2019,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2020,2020,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Tahoe,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Tahoe Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2020,2020,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2021,2021,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Tahoe Transponder Key Blank",2022,2022,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Terrain Remote",2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Terrain Remote",2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Terrain Remote",2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trailblazer,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trailblazer,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trailblazer,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trailblazer,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trailblazer,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trailblazer Remote",2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trailblazer Remote",2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2015,2015,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2016,2016,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2017,2017,Standard,OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Traverse,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Traverse Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Traverse Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Traverse Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,Trax,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Trax,2025,2025,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2015,2015,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2016,2016,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2017,2017,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2018,2018,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2019,2019,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2020,2020,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2021,2021,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Remote",2022,2022,"Flip Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Trax Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Trax Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Trax Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Trax Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,"Trax Transponder Key Blank",2019,2019,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Chevrolet,Volt,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Volt,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,Volt,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chevrolet,"Volt Smart Remote",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,200,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,200,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,200,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,300,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Pacifica,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Pacifica,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Pacifica,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Pacifica,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Pacifica,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,"Smart Remotes",2016,2016,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Chrysler,"Smart Remotes",2021,2021,"Smart Key",OK,MISSING,MISSING,MISSING,MISSING
Chrysler,Town,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Town,2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Chrysler,Town,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Town,2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Chrysler,Voyager,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Chrysler,Voyager,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Coin,"Cell Lithium Battery for Remote Key Fobs",2016,2016,Standard,MISSING,MISSING,OK,MISSING,MISSING
Coin,"Cell Lithium Battery for Remote Key Fobs",2025,2025,Standard,MISSING,MISSING,OK,MISSING,MISSING
Coin,"Cell Lithium Battery for Remote Key Fobs",2032,2032,Standard,MISSING,MISSING,OK,MISSING,MISSING
Coin,"Cell Lithium Battery for Remote Key Fobs",2450,2450,Standard,MISSING,MISSING,OK,MISSING,MISSING
Dodge,Caravan,2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Caravan,2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Caravan,2017,2017,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Caravan,2018,2018,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Caravan,2019,2019,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Caravan,2020,2020,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Caravan Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,"Caravan Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,"Caravan Transponder Key Blank",2017,2017,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,"Caravan Transponder Key Blank",2018,2018,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,Challenger,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Challenger,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Challenger SRT",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Challenger SRT",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Challenger SRT",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Charger,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Charger SRT",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Charger SRT",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Charger SRT",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Dart,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Dart,2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Dart,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Dart,2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Dart,2017,2017,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Dart Transponder Key Blank",2015,2015,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,"Dart Transponder Key Blank",2016,2016,Standard,MISSING,MISSING,MISSING,MISSING,MISSING
Dodge,Durango,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2023,2023,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Durango,2024,2024,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2017,2017,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2018,2018,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2019,2019,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Grand Caravan",2020,2020,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Journey,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Journey,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Journey,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Journey,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Journey,2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Journey,2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Ram,2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Ram,2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2016,2016,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Ram,2017,2017,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2017,2017,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Ram,2018,2018,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2018,2018,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,Ram,2019,2019,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2020,2020,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,Ram,2021,2021,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2015,2015,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2016,2016,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2017,2017,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2018,2018,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2019,2019,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2020,2020,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2021,2021,Fobik,OK,MISSING,OK,MISSING,OK
Dodge,"Ram 1500",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 2500",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 2500",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 2500",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 2500",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 3500",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 3500",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 3500",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 3500",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 4500",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 4500",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 4500",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 4500",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 5500",2019,2019,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 5500",2020,2020,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 5500",2021,2021,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram 5500",2022,2022,"Smart Key",OK,MISSING,OK,MISSING,OK
Dodge,"Ram Proximity",2015,2015,"Smart Key",OK,MISSING,OK,MISSING,OK
