col1,col2,col3,col4,col5,col6
Classifiedby System,SmartKey Programming,Other,Type 6（With KeySlot CAN）,SmartKey Programming,
Classifiedby System,RemoteKey Programming,Other,Type 1（K）,Remote Key Programming,
Classifiedby System,RemoteKey Programming,Other,Type 2（CAN）,Remote Key Programming,
Classifiedby System,Immobiliser Authorization Code,Other,Other,Read Pin Code,
ReadPin Code,Other,Other,Other,Read Pin Code,
Series,Origin,Year,FuelType,Function,
RAM1500,Other,12-,Other,Key Programming(KnobKey),
RAM1500,Other,06-,Other,Key Programming,
Series,Origin,Year,FuelType,Function,
Journey,Other,11-,Other,Immobiliser System 9,
Series,Origin,Year,FuelType,Function,
Classifiedby System,Ordinary Key,Other,Other,Type 1,
Classifiedby System,SmartKey,Other,Other,Type C,
Classifiedby System,SmartKey,Other,Other,Type D(XV),
Classifiedby System,Ordinary Key,Other,Other,Type 2(XV),
Classifiedby System,Remote Key,Other,Other,Type 1,
Series,Origin,Year,FuelType,Function,
IX35,Other,Other,Other,KeyProgramming,
Sonata,Other,Other,Other,KeyProgramming,
Tucson,Other,Other,Petrol2.0,KeyProgramming,
Tucson,Other,Other,Diesel,KeyProgramming,
Tucson,Other,Other,Petrol2.7,KeyProgramming,
Mistra,Other,Other,Other,KeyProgramming,
Elantra,Other,08-,Other,KeyProgramming,
Sonata,Other,Other,Other,KeyProgramming,
I30,Other,Other,Other,KeyProgramming,
Verna,Other,Other,Other,KeyProgramming,
Elantra,OrdinaryKey,Other,Other,KeyProgramming,
Series,Origin,Year,FuelType,Function,
Elantra,SmartKey,Other,Type2（WithKeySlotK）,SmartKey Programming,
Sonata,Other,Other,Other,SmartKey Programming,
IX35,WithKey Slot,Other,Other,SmartKey Programming,
Elantra,Other,12-,Other,SmartKey Programming,
IX35,WithoutKey Slot,Other,Other,SmartKey Programming,
IX35(F/L),Other,Other,Other,SmartKey Programming,
Verna,Other,Other,Other,SmartKey Programming,
IX25,Other,Other,Other,SmartKey Programming,
New IX35,Other,Other,Other,SmartKey Programming,
Sonata,Other,9th Generation,Other,SmartKey Programming,
AllNew Santafe,Other,13-,Other,SmartKey Programming,
AllNew Tucson,Other,Other,Other,SmartKey Programming,
Mistra,Other,Other,Other,SmartKey Programming,
ATOZ,Korea,1998-2002,Other,KeyProgramming,
GETZ,Korea,03-,Other,KeyProgramming,
Accent,Other,2000-2005,Other,KeyProgramming,
Series,Origin,Year,FuelType,Function,
Matrix,Korea,06-,Other,KeyProgramming,
Avante,Korea,2001-2012,Other,KeyProgramming,
HDCOUPE(Coupe),Korea,02-,Other,KeyProgramming,
Azera,Korea,2006-2010,Other,KeyProgramming,
H1,Korea,1998-2002,Diesel,KeyProgramming,
TRAJETX6,Korea,2001-2002,Other,KeyProgramming,
VELOSTER,Korea,12-,Other,KeyProgramming,
Avante,Korea,13-,Other,KeyProgramming,
I40,Korea,12-,Other,KeyProgramming,
Azera,Korea,11-,Other,KeyProgramming,
H1,Korea,11-,Other,KeyProgramming,
Veracruz,Korea,06-,Other,KeyProgramming,
Rohens Coupe,Korea,09-,Other,KeyProgramming,
Rohens (BH),Korea,09-,Other,KeyProgramming,
Equus,Korea,2012-2013,Other,SmartKey Programming,
Rohens Coupe,Korea,09-,Other,SmartKey Programming,
I40,Korea,12-,Other,SmartKey Programming,
Veloster,Korea,12-,Other,SmartKey Programming,
Rohens (BH),Korea,13-,Other,SmartKey Programming,
Equus,Korea,2009-2011,Other,SmartKey Programming,
Rohens (BH),Korea,09-,Other,SmartKey,
Series,Origin,Year,FuelType,Function,
,,,,Programming,
Rohens (BH),Korea,2012,Other,SmartKey Programming,
Veracruz,Korea,06-,Other,SmartKey Programming,
Equus,Korea,14-,Other,SmartKey Programming,
AllNew Santafe,Other,13-,Other,KeyProgramming,
Santafe,Korea,2001-2002,Other,KeyProgramming,
Santafe,Korea,2009-2012,Other,KeyProgramming,
Santafe,Korea,2006-2008,Petrol,KeyProgramming,
GRANDSANTAFE,Korea,Other,Other,KeyProgramming,
GRANDSANTAFE,Korea,Other,Other,SmartKey Programming,
Azera,Korea,11-,Other,SmartKey Programming,
Sonata,Other,2005-2014,Other,KeyProgramming,
Sonata,Other,2005-2014,Other,SmartKey Programming,
Santafe,Korea,2009-2012,Other,SmartKey Programming,
Accent,Other,06-,Other,KeyProgramming,
Santafe,Korea,2006-2008,Diesel,KeyProgramming,
Elantra,Other,12-,Other,Remote Key Programming,
IX35,Other,Other,Other,Remote Key Programming,
Verna,Other,Other,Other,Remote Key,
Series,Origin,Year,FuelType,Function,
,,,,Programming,
481,AllNew Tucson,Other,Other,Remote Key Programming,
Sonata,Other,Other,Other,Remote Key Programming,
Rohens Coupe,Korea,09-,Other,Remote Key Programming,
I30,Other,Other,Other,Remote Key Programming,
AllNew Santafe,Other,13-,Other,Remote Key Programming,
Azera,Korea,11-,Other,Remote Key Programming,
Elantra,Other,Other,Other,KeyProgramming,
Elantra,Other,Other,Other,Remote Key Programming,
Tucson,Other,Other,Other,Remote Key Programming,
Classifiedby System,Key Programming,Other,Type 1（K）,KeyProgramming,
Classifiedby System,Key Programming,Other,Type 2（K）,KeyProgramming,
Classifiedby System,Key Programming,Other,Type 3（K）,KeyProgramming,
Classifiedby System,Key Programming,Other,Type 4（CAN）,KeyProgramming,
Classifiedby System,Key Programming,Other,Type 5（CAN）,KeyProgramming,
Classifiedby,SmartKeyProgramming,Other,Type1（WithKeySlotK）,SmartKey,
Series,Origin,Year,FuelType,Function,
System,,,,Programming,
Classifiedby System,SmartKeyProgramming,Other,Type2（WithKeySlotK）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type 3（WithoutKey SlotK）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type4（WithKeySlotK）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type 5（WithoutKey SlotK）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type6（WithKeySlotK）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type 7（WithoutKey SlotCAN）,SmartKey Programming,
Classifiedby System,SmartKeyProgramming,Other,Type 8（WithoutKey SlotCAN）,SmartKey Programming,
Classifiedby System,RemoteKey Programming,Other,Type 1（K）,Remote Key Programming,
Classifiedby System,RemoteKey Programming,Other,Type 2（CAN）,Remote Key Programming,
Classifiedby System,Immobiliser Authorization Code,Other,Other,Read PinCode,
Elantra,SmartKey,Other,Type 1（WithoutKey SlotK）,SmartKey Programming,
ReadPin Code,Other,Other,Other,Read PinCode,
Verna,Other,Other,Other,KeyProgramming,
Classifiedby System,RemoteKey Programming,Other,Type 3,Remote Key Programming,
Classifiedby System,RemoteKey Programming,Other,Type 4,Remote Key Programming,
Series,Origin,Year,FuelType,Function,
Classifiedby System,RemoteKey Programming,Other,Type 5（K）,Remote Key Programming,
Series,Origin,Year,FuelType,Function,
LP560,Other,Other,Other,Remote Key Programming,
LP570,Other,Other,Other,Remote Key Programming,
Series,Origin,Year,FuelType,Function,
H3,Other,Other,Other,Remote Key Programming,
H2,Other,Other,Other,Remote Key Programming,
H2,Other,Other,Other,Remote Key Programming,
H3,Other,Other,Other,Remote Key Programming,
Series,Origin,Year,FuelType,Function,
ES240,Other,Other,Other,SmartKey,
CT200H,Other,12-,Other,SmartKey,
ES250,Other,12-,Other,SmartKey,
ES350,Other,Other,Other,SmartKey,
RX270,Other,Other,Other,SmartKey,
IS300,Other,Other,Other,SmartKey,
Series,Origin,Year,FuelType,Function,
GS300,Other,Other,Other,SmartKey,
Series,Origin,Year,FuelType,Function,
RangeRover,Other,2008-2015,Other,SmartKeyProgramming,
Discovery3,Other,Other,Other,Key Programming,
Freelander2,Other,-12,Other,SmartKeyProgramming,
Freelander,Other,2003-2005,Other,RemoteKeyProgramming,
Discovery4,Other,Other,Other,SmartKeyProgramming,
Evoque,Other,Other,Other,SmartKeyProgramming,
Series,Origin,Year,FuelType,Function,
GS5,Other,Other,Other,KeyProgramming,
GS5,Other,Other,Other,SmartKey Programming,
GA5,Other,Other,Other,KeyProgramming,
GA5,Other,Other,Other,SmartKey Programming,
GA3,Other,Other,Other,KeyProgramming,
GA8,Other,Other,Other,KeyProgramming,
GS4,Other,Other,Other,KeyProgramming,
GA6,Other,Other,Other,KeyProgramming,
Extendedelectricvehicles,Other,Other,Other,KeyProgramming,
GA3,Other,Other,Other,SmartKey Programming,
Series,Origin,Year,FuelType,Function,
GA6,Other,Other,Other,SmartKey Programming,
GA8,Other,Other,Other,SmartKey Programming,
GS4,Other,Other,Other,SmartKey Programming,
GS8,Other,Other,Other,SmartKey Programming,
GS8,Other,Other,Other,KeyProgramming,
Series,Origin,Year,FuelType,Function,
308,Other,Other,Other,KeyProgramming,
3008,Other,Other,Other,KeyProgramming,
307,Other,06-,Other,KeyProgramming,
308S,Other,Other,Other,KeyProgramming,
ReadPIN Code,Other,Other,Other,Read PIN Code,
Classifiedby System,SmartKey,Other,Other,SmartKey System,
Classifiedby System,Ordinary Key,Other,Other,KeySystem,
207,Other,Other,Other,KeyProgramming,
307,Other,-06,Other,KeyProgramming,
508,SmartKey,Other,Other,SmartKey System,
508,Ordinary Key,Other,Other,KeyProgramming,
408,Other,Other,Other,KeyProgramming,
Series,Origin,Year,FuelType,Function,
Series,Origin,Year,FuelType,Function,
C4,Other,Other,Other,KeyProgramming,
Triomphe,Other,Other,Other,KeyProgramming,
C5,Other,Other,Other,KeyProgramming,
359,Quatre,Other,Other,KeyProgramming,
C4L,Ordinary Key,Other,Other,KeyProgramming,
C4L,SmartKey,Other,Other,SmartKey System,
Classifiedby System,SmartKey,Other,Other,SmartKey System,
ReadPIN Code,Other,Other,Other,Read PIN Code,
Classifiedby System,Ordinary Key,Other,Other,KeySystem,
Series,Origin,Year,FuelType,Function,
Flipkey,Other,Other,Other,KeyProgramming,
SmartKey-16,Other,Other,Other,PIN Codereading,
SmartKey-16,Other,Other,Other,SmartKey Programming,
SmartKey16-,Other,Other,Other,SmartKey,
Series,Origin,Year,FuelType,Function,
4D chip(diesel),Other,Other,Other,Key Programming,
4D chip(diesel),Other,Other,Other,RemoteKeyProgramming,
48chip(petrol),Other,Other,Other,Key Programming,
Series,Origin,Year,FuelType,Function,
MKC,Other,Other,Other,SmartKeyProgramming,
MKZ,Other,Other,Other,SmartKeyProgramming,
Navigator,Other,2010-2014,Other,Key programming,
MKS,Other,Other,Other,SmartKeyProgramming,
MKT,Other,Other,Other,SmartKeyProgramming,
MKX,Other,2013-2015,Other,SmartKeyProgramming,
TOWNCAR,Other,2005-2010,Other,Key programming,
MKX,Other,16-,Other,SmartKeyProgramming,
Series,Origin,Year,FuelType,Function,
A6L,Other,09-,Other,KeyProgramming,
A6L,Other,-09,Other,KeyProgramming,
Immo5 system,Other,Other,Other,Key(Smart Key) Programming,
Series,Origin,Year,FuelType,Function,
Classifiedby System,Ordinary Key,Other,Other,Electronickey(10),
Classifiedby System,Ordinary Key,Other,Other,Electronickey(E0),
Classifiedby System,Ordinary Key,Other,Other,Electronickey(12),
Series,Origin,Year,FuelType,Function,
Classifiedby System,Ordinary Key,Other,Other,Automaticretrieval type,
Classifiedby System,Remote key,Other,Other,Automaticretrieval type,
Classifiedby System,SmartKey,4-digitPIN Code,Other,SmartKey(no keyslot – knob type),
Classifiedby System,SmartKey,New 20-digit rolling code,Teana-VIP(13-after),Smartkey system 1(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,Cima(13-after),Smartkey system 1(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,JX35(13-),Smartkey system 1(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,QX60(13-),Smartkey system 1(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,Murano,Smartkey system 1(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,Q50,Smartkey system 2(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,X-Trail(13-after),Smartkey system 3(rolling code),
Classifiedby System,SmartKey,New 20-digit rolling code,Qashqai(15-after),Smartkey system 3(rolling code),
Classifiedby System,SmartKey,4-digitPIN Code,Other,SmartKey(no keyslot – knob type),
Classifiedby System,SmartKey,4-digitPIN Code,Other,SmartKey(with key slot – button type),
Classifiedby System,SmartKey,4-digitPIN Code,Other,SmartKey(without keyslot – buttontype),
Classifiedby,SmartKey,4-digitPIN Code,Other,SmartKey(with key slot – button,
Series,Origin,Year,FuelType,Function,
System,,,,type),
Classifiedby System,Ordinary Key,Other,Other,New 20-digitrolling code,
Classifiedby System,Ordinary Key,Other,Other,Activatedirectionlock,
Classifiedby System,SmartKey,4-digitPIN Code,Other,Activatedirectionlock,
Series,Origin,Year,FuelType,Function,
Swift,Other,05-,Other,System1,
Vitara,OrdinaryKey,Other,Other,System1,
Vitara,OrdinaryKey,Other,Other,System2,
Alto,OrdinaryKey,Other,Other,System2,
SX4,OrdinaryKey,Other,Other,System2,
Vitara,OrdinaryKey,Other,Other,System3,
Vitara,SmartKey,Other,Other,System1,
Alivio,SmartKey,Other,Other,System1,
Alivio,OrdinaryKey,Other,Other,System3,
Liana,OrdinaryKey,Other,Other,System1,
S-Cross,SmartKey,Other,Other,System1,
Jimny,OrdinaryKey,Other,Other,System4,
ignis,OrdinaryKey,Other,Other,System4,
Liana,OrdinaryKey,Other,Other,System4,
Jimny,OrdinaryKey,Other,Other,System1,
Series,Origin,Year,FuelType,Function,
Classifiedby System,Ordinary Key,Other,Other,System 1,
Classifiedby System,RemoteKey,Other,Other,System 1,
Classifiedby System,SmartKey,Other,Other,System 1,
Classifiedby System,Ordinary Key,Other,Other,System 2,
Classifiedby System,RemoteKey,Other,Other,System 2,
Classifiedby System,SmartKey,Other,Other,System 2,
Classifiedby System,Ordinary Key,Other,Other,System 3,
Classifiedby System,RemoteKey,Other,Other,System 3,
Classifiedby System,RemoteKey,Other,Other,System 4,
Classifiedby System,Ordinary Key,Other,Other,System 4,
Lancer-ex,SmartKey,Other,Other,System 1,
Lancer-ex,Ordinary Key,Other,Other,System 1,
Lancer-ex,RemoteKey,Other,Other,System 1,
Outlander,-13,SmartKey,Other,System 1,
Outlander,14-,SmartKey,Other,System 2,
ASX,SmartKey,Other,Other,System 2,
ASX,Ordinary Key,Other,Other,System 4,
ASX,RemoteKey,Other,Other,System 4,
TRITON,-10,Ordinary Key,Other,System 2,
TRITON,-10,Ordinary Key,Other,System 3,
TRITON,-10,Remote Key,Other,System 2,
TRITON,-10,Remote Key,Other,System 3,
Series,Origin,Year,FuelType,Function,
TRITON,11-,Ordinary Key,Other,System 2,
TRITON,11-,Ordinary Key,Other,System 3,
TRITON,11-,Remote Key,Other,System 2,
TRITON,11-,Remote Key,Other,System 3,
PajeroSport,10-,Ordinary Key,Other,System 2,
PajeroSport,10-,Remote Key,Other,System 2,
Classifiedby System,Ordinary Key,Other,Other,System 5,
V73,Ordinary Key,Other,Other,System 5,
V97,Ordinary Key,Other,Other,System 5,
Galant,Ordinary Key,Other,Other,System 5,
Grandis,Ordinary Key,Other,Other,System 5,
Series,Origin,Year,FuelType,Function,
Acadia,Other,2007-2010,Other,KeyProgramming,
Savana,Other,2008-2009,Other,KeyProgramming,
Sierra,Other,2007-2009,Other,KeyProgramming,
Yukon,Other,2007-2009,Other,KeyProgramming,
Series,Origin,Year,FuelType,Function,
D-MAX,Other,Other,Other,ImmobiliserSystem 1,
MU-7,Other,Other,Other,ImmobiliserSystem 1,
Series,Origin,Year,FuelType,Function,
D-MAX,Other,Other,Other,ImmobiliserSystem 3,
MU-X,Other,Other,Other,ImmobiliserSystem 3,
Series,Origin,Year,FuelType,Function,
ImmobiliserSystem,Other,Other,Other,OrginalImmobiliser System,
ImmobiliserSystem,Other,Other,Other,JointElectronics Immobiliser System,
ImmobiliserSystem,Other,Other,Other,SiemensImmobiliser System,
Series,Origin,Year,FuelType,Function,
ImmobiliserSystem,Other,Other,Other,ShanghaiIndustrialTrafficSecurity System,
ImmobiliserSystem,Other,Other,Other,Lianchuang Immobiliser System,
ImmobiliserSystem,Other,Other,Other,DelphiImmobiliser System,
ImmobiliserSystem,Other,Other,Other,AutonomousImmobiliser System,
SmartKeySystem,Other,Other,Other,Type 1,
SmartKeySystem,Other,Other,Other,Type 2,
RemoteKeySystem,A1,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,Cowin1,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,QQ3,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,QQ6,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,RiichM1,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,RiichM2,Other,Other,RemoteKeySystem 1,
Series,Origin,Year,FuelType,Function,
RemoteKeySystem,RiichM3,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,RiichM5,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,RiichX1,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,V5series,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,Elegantseries,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,Eastar,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,Tiggo3,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,EQ,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,TiggoFacelift,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,New QQ,Other,Other,RemoteKeySystem 1,
RemoteKeySystem,A3,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,H5series,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,X5series,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,H3series,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,FENGYUN 2,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,New Eastar,Other,Other,RemoteKeySystem 2,
RemoteKeySystem,A5,Other,Other,RemoteKeySystem 3(Atech),
RemoteKeySystem,Cowin3,Other,Other,RemoteKeySystem 3(Atech),
RemoteKeySystem,E5,Other,Other,RemoteKeySystem 3(Atech),
RemoteKeySystem,A5,Other,Other,RemoteKeySystem (Kostal),
RemoteKeySystem,Cowin3,Other,Other,RemoteKeySystem (Kostal),
RemoteKeySystem,Cowin5,Other,Other,RemoteKeySystem 6,
RemoteKeySystem,RiichM1,Other,Other,RemoteKeySystem 6,
RemoteKeySystem,G3,Other,Other,RemoteKeySystem 6,
RemoteKeySystem,V5series,Other,Other,RemoteKeySystem 6,
Series,Origin,Year,FuelType,Function,
RemoteKeySystem,Eastar,Other,Other,RemoteKeySystem 6,
RemoteKeySystem,ArrizoM7,Other,Other,RemoteKeySystem 6,
RemoteKeySystem,QQmeSeries,Other,Other,RemoteKeySystem 7,
RemoteKeySystem,G2,Other,Other,RemoteKeySystem 8,
RemoteKeySystem,G3,Other,Other,RemoteKeySystem 8,
RemoteKeySystem,G5,Other,Other,RemoteKeySystem 9,
RemoteKeySystem,G6,Other,Other,RemoteKeySystem 9,
RemoteKeySystem,Tiggo3,Other,Other,RemoteKeySystem 10,
RemoteKeySystem,TiggoFacelift,Other,Other,RemoteKeySystem 10,
RemoteKeySystem,E3,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,Arrizo3,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,Arrizo7,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,ArrizoM7(PHEV),Other,Other,RemoteKeySystem 11,
RemoteKeySystem,Tiggo5,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,CowinC3,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,CowinC3R,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,M16PHEV,Other,Other,RemoteKeySystem 11,
RemoteKeySystem,Arrizo5,Other,Other,RemoteKeySystem 12,
RemoteKeySystem,KarryK50,Other,Other,RemoteKeySystem 13,
ImmobiliserSystem,Other,Other,Other,ImmobilizationCode,
Series,Origin,Year,FuelType,Function,
ImmobiliserSystem,Other,Other,Other,Type 1,
